Gender,Age at time of application,Year of Application,A-levels scores,Education,University Name,Address,Current Employment,Current Employment Sector,Current Annual Income,References Submitted,Refree 1,Refree 2,Refree 3,Was Hired by a Company within 6 months
Trans,42,2016,76,Arts,UNIVERSITY OF LEICESTER,South Ayrshire,None,None,0,1,Self Business:Accounting,Contractual:IT,Contractual:Arts,0
Female,40,1999,58,Business,LEEDS TRINITY UNIVERSITY,Nottinghamshire,None,None,87720,1,Contractual:Transportation,Contractual:Health,Salaried:Law,0
Male,46,2022,50,STEM,UNIVERSITY OF BEDFORDSHIRE,Derbyshire,Contractual,Accounting,72125,1,Self Business:Arts,Self Business:Engineering,Contractual:Accounting,0
Female,43,2020,69,Business,OPEN UNIVERSITY(THE),South Ayrshire,Self Business,Law,79685,0,NA,NA,NA,0
Male,40,2018,60,Law,BOURNEMOUTH UNIVERSITY,Northamptonshire,None,None,0,1,Self Business:IT,Contractual:Law,Salaried:Accounting,0
Female,43,2022,70,STEM,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,Angus,Salaried,IT,47468,1,Contractual:Law,Salaried:IT,Salaried:Law,0
Female,46,2004,42,Arts,BIRMINGHAM CITY UNIVERSITY,Buckinghamshire,Salaried,Engineering,54862,0,NA,NA,NA,0
Female,47,2006,69,Law,"ST. GEORGE'S, UNIVERSITY OF LONDON",Cardiganshire,None,None,0,1,Contractual:Transportation,Self Business:Accounting,Contractual:Transportation,0
Female,41,2021,68,Law,UNIVERSITY OF EAST LONDON,Stirling,Salaried,Health,115521,0,NA,NA,NA,0
Non-binary,42,2015,83,Law,THE CONSERVATOIRE FOR DANCE AND DRAMA,City of Edinburgh,Salaried,IT,56191,1,Salaried:Transportation,Salaried:Law,Contractual:IT,1
Female,45,2006,54,STEM,ANGLIA RUSKIN UNIVERSITY,Lincolnshire,None,None,61835,0,NA,NA,NA,0
Trans,40,2009,79,STEM,UNIVERSITY OF DERBY,East Dunbartonshire,Self Business,Arts,67218,1,Salaried:IT,Contractual:Arts,Self Business:Transportation,0
Trans,42,2019,78,Business,GOLDSMITHS' COLLEGE,Montgomeryshire,None,None,0,1,Contractual:Accounting,Salaried:Engineering,Self Business:Engineering,0
Non-binary,47,2005,88,Arts,UNIVERSITY OF BEDFORDSHIRE,Glamorgan,Contractual,Arts,136704,1,Salaried:Accounting,Salaried:Health,Contractual:Health,1
Male,41,2004,51,STEM,ROYAL NORTHERN COLLEGE OF MUSIC,West Yorkshire,Self Business,Transportation,58224,0,NA,NA,NA,0
Female,45,2022,78,Arts,COURTAULD INSTITUTE OF ART,Perth and Kinross,Salaried,Arts,149244,0,NA,NA,NA,0
Trans,42,2019,65,Law,COURTAULD INSTITUTE OF ART,North Lanarkshire,Contractual,Transportation,54327,1,Salaried:Law,Contractual:IT,Contractual:Health,0
Non-binary,44,2014,82,Law,THE UNIVERSITY OF WESTMINSTER,Denbighshire,Self Business,Health,80169,1,Salaried:Transportation,Salaried:Transportation,Contractual:Engineering,1
Trans,41,2022,51,STEM,COVENTRY UNIVERSITY,Caernarvonshire,Self Business,Health,111607,0,NA,NA,NA,0
Female,47,2019,82,Arts,Universirt of Cambridge,Devon,Self Business,Health,133614,1,Salaried:Health,Salaried:IT,Contractual:Engineering,1
Male,45,2005,46,STEM,UNIVERSITY OF STRATHCLYDE,East Sussex,Salaried,IT,50909,0,NA,NA,NA,0
Trans,44,2020,85,Law,"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL",Norfolk,Salaried,Law,68486,1,Salaried:Transportation,Contractual:Arts,Self Business:IT,1
Male,40,1998,70,STEM,UNIVERSITY OF GLASGOW,Hampshire,Contractual,Law,114548,1,Self Business:Law,Salaried:Accounting,Contractual:Accounting,0
Non-binary,44,2021,66,Business,SOUTHAMPTON SOLENT UNIVERSITY,Oxfordshire,Contractual,Arts,110243,0,NA,NA,NA,0
Trans,41,2009,70,STEM,UNIVERSITY OF BOLTON,Warwickshire,Salaried,Health,96212,0,NA,NA,NA,0
Male,45,2022,56,Business,GUILDHALL SCHOOL OF MUSIC & DRAMA,Carmarthenshire,Self Business,Law,120044,0,NA,NA,NA,0
Female,48,2011,53,Law,SHEFFIELD HALLAM UNIVERSITY,Down,Self Business,Law,79840,1,Contractual:Engineering,Salaried:Arts,Contractual:IT,0
Trans,47,2008,62,Arts,UNIVERSITY OF LEEDS,Somerset,Salaried,Health,127480,0,NA,NA,NA,0
Male,41,1999,54,Arts,CARDIFF UNIVERSITY,West Lothian,Contractual,Arts,93686,1,Salaried:Transportation,Contractual:Accounting,Contractual:Arts,0
Female,44,2012,68,Business,YORK ST JOHN UNIVERSITY,Caernarvonshire,Salaried,Law,106543,1,Contractual:Engineering,Salaried:Engineering,Contractual:Transportation,0
Male,44,2010,84,Arts,PLYMOUTH UNIVERSITY,Moray,Contractual,Engineering,0,1,Salaried:Arts,Self Business:Transportation,Contractual:Health,1
Non-binary,43,2011,70,Arts,UNIVERSITY OF GLOUCESTERSHIRE,Kent,Self Business,Health,110118,1,Self Business:Transportation,Self Business:Arts,Contractual:Arts,1
Male,41,2015,60,Law,NEWCASTLE UNIVERSITY,Monmouthshire,Self Business,Health,83450,0,NA,NA,NA,0
Male,44,2016,81,STEM,THE UNIVERSITY OF CUMBRIA,Derbyshire,Contractual,Transportation,132081,1,Self Business:Engineering,Self Business:Arts,Contractual:IT,1
Female,48,2016,61,Law,UNIVERSITY OF BOLTON,Durham,None,None,0,0,NA,NA,NA,0
Non-binary,41,2021,71,STEM,KING'S COLLEGE LONDON,City of Edinburgh,Self Business,Transportation,118529,0,NA,NA,NA,0
Female,45,2016,72,STEM,UNIVERSITY OF GREENWICH,Hertfordshire,Self Business,Health,116407,1,Salaried:IT,Salaried:IT,Contractual:Health,1
Female,41,2021,52,Business,UNIVERSITY OF SUNDERLAND,Antrim,Self Business,Accounting,138658,0,NA,NA,NA,0
Non-binary,42,2005,83,Business,SWANSEA UNIVERSITY,Hertfordshire,Salaried,Arts,141874,1,Self Business:Accounting,Self Business:IT,Contractual:Law,1
Trans,44,2014,59,STEM,UNIVERSITY OF SURREY,Cardiganshire,Salaried,Law,87061,0,NA,NA,NA,0
Female,44,2020,69,STEM,COVENTRY UNIVERSITY,Cheshire,Salaried,Accounting,51676,1,Salaried:Accounting,Self Business:IT,Contractual:IT,0
Male,41,2004,42,STEM,UNIVERSITY OF WEST LONDON,North Ayrshire,Self Business,Transportation,106848,0,NA,NA,NA,0
Male,49,1999,77,STEM,UNIVERSITY OF EDINBURGH,Lancashire,None,None,0,0,NA,NA,NA,0
Male,45,2007,86,Arts,Universirt of Cambridge,Glamorgan,Contractual,IT,0,1,Self Business:Law,Salaried:Accounting,Contractual:Arts,1
Non-binary,40,2004,63,Arts,BRUNEL UNIVERSITY,Essex,Contractual,Health,40235,1,Salaried:IT,Self Business:Accounting,Salaried:Law,0
Female,41,2006,45,STEM,UNIVERSITY COLLEGE LONDON,Orkney Islands,None,None,0,1,Contractual:Health,Salaried:IT,Salaried:IT,0
Female,46,2009,54,STEM,LONDON METROPOLITAN UNIVERSITY,Inverclyde,None,None,0,1,Salaried:Law,Contractual:Transportation,Contractual:Engineering,0
Non-binary,42,2007,75,Arts,NORWICH UNIVERSITY OF THE ARTS,Oxfordshire,None,None,0,1,Salaried:IT,Contractual:Engineering,Contractual:Health,0
Female,49,2002,81,Business,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,City of Edinburgh,Self Business,Arts,147323,1,Self Business:IT,Salaried:IT,Contractual:IT,1
Non-binary,41,2000,60,STEM,UNIVERSITY OF YORK,Falkirk,Salaried,Law,62000,0,NA,NA,NA,0
Female,41,2018,71,Business,ROEHAMPTON UNIVERSITY,Caernarvonshire,None,None,0,0,NA,NA,NA,0
Trans,48,2011,56,Law,QUEEN MARY UNIVERSITY OF LONDON,Aberdeen City,Salaried,Accounting,97451,1,Self Business:Health,Salaried:IT,Contractual:Law,0
Non-binary,45,2018,60,Business,NOTTINGHAM TRENT UNIVERSITY,Northumberland,None,None,0,0,NA,NA,NA,0
Female,48,2009,44,STEM,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,Armagh,Contractual,Engineering,84439,0,NA,NA,NA,0
Trans,46,2001,57,Business,IMPERIAL COLLEGE LONDON,Cambridgeshire,Salaried,Health,56448,0,NA,NA,NA,0
Male,42,2015,52,Business,UNIVERSITY OF EDINBURGH,East Lothian,Contractual,Engineering,103210,0,NA,NA,NA,0
Trans,44,2004,62,Arts,BATH SPA UNIVERSITY,East Dunbartonshire,Salaried,Accounting,127018,1,Contractual:Accounting,Self Business:Transportation,Salaried:Transportation,0
Trans,49,2003,61,Law,BOURNEMOUTH UNIVERSITY,Fermanagh,None,None,0,0,NA,NA,NA,0
Trans,42,2022,62,Arts,UNIVERSITY OF PORTSMOUTH,Gloucestershire,Self Business,Accounting,122418,1,Salaried:Law,Contractual:Health,Self Business:Arts,0
Non-binary,44,2022,45,Arts,CANTERBURY CHRIST CHURCH UNIVERSITY,Wiltshire,None,None,0,1,Self Business:Transportation,Contractual:IT,Contractual:Transportation,0
Trans,41,2000,57,STEM,MANCHESTER METROPOLITAN UNIVERSITY,Essex,None,None,0,1,Self Business:Health,Contractual:Engineering,Self Business:Health,0
Male,49,2014,46,Business,UNIVERSITY OF DUNDEE,Greater Manchester,None,None,124414,1,Salaried:Arts,Self Business:Engineering,Contractual:Health,0
Non-binary,44,2007,80,Law,OPEN UNIVERSITY(THE),South Yorkshire,Contractual,Accounting,135387,0,NA,NA,NA,0
Female,47,2022,88,Business,ROYAL COLLEGE OF ART(THE),Anglesey,Salaried,Engineering,146525,1,Salaried:Health,Salaried:Accounting,Contractual:Law,1
Trans,42,2006,64,Business,UNIVERSITY CAMPUS SUFFOLK LTD,Aberdeen City,Salaried,IT,46814,1,Self Business:Arts,Salaried:Law,Self Business:Health,0
Trans,40,2016,89,Business,SWANSEA METROPOLITAN UNIVERSITY,Dumfries and Galloway,Self Business,Engineering,95979,1,Salaried:Accounting,Self Business:Accounting,Self Business:Accounting,1
Trans,43,2007,81,Arts,EDINBURGH NAPIER UNIVERSITY,Buckinghamshire,Contractual,IT,98851,1,Self Business:Transportation,Self Business:Transportation,Contractual:IT,1
Female,49,2017,84,Law,LONDON BUSINESS SCHOOL,Essex,Self Business,Engineering,100870,1,Self Business:Transportation,Salaried:Transportation,Contractual:Law,1
Female,41,2009,64,Arts,UNIVERSITY OF WEST LONDON,Warwickshire,Salaried,Accounting,51970,1,Self Business:Health,Contractual:Engineering,Self Business:IT,0
Female,43,2002,50,STEM,HERIOT-WATT UNIVERSITY,East Lothian,Contractual,Accounting,54867,1,Self Business:Accounting,Contractual:Arts,Contractual:Transportation,0
Female,47,2004,65,Business,BIRMINGHAM CITY UNIVERSITY,South Ayrshire,Contractual,Law,105324,1,Contractual:Accounting,Contractual:Engineering,Contractual:Engineering,0
Non-binary,46,2002,86,STEM,University College London,Hampshire,Salaried,Engineering,65104,1,Salaried:Accounting,Salaried:Law,Contractual:Law,1
Non-binary,49,2007,63,Business,LONDON BUSINESS SCHOOL,Dundee City,Self Business,Transportation,111204,1,Salaried:IT,Contractual:Transportation,Contractual:IT,0
Female,48,2004,45,Arts,THE UNIVERSITY OF BUCKINGHAM,Perth and Kinross,Contractual,Accounting,41018,0,NA,NA,NA,0
Trans,45,2010,48,STEM,UNIVERSITY OF THE HIGHLANDS AND ISLANDS,Tyne and Wear,Self Business,Accounting,63864,1,Self Business:Arts,Salaried:Arts,Salaried:Law,0
Non-binary,43,2015,43,Arts,SWANSEA UNIVERSITY,Down,None,None,0,0,NA,NA,NA,0
Trans,49,2002,40,STEM,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,South Lanarkshire,None,None,0,0,NA,NA,NA,0
Male,46,1999,81,Business,NORWICH UNIVERSITY OF THE ARTS,Bedfordshire,Self Business,Arts,89465,1,Self Business:Arts,Salaried:Engineering,Contractual:Health,1
Trans,40,2021,61,STEM,UNIVERSITY OF SURREY,East Dunbartonshire,Contractual,Law,40713,1,Salaried:Health,Salaried:Accounting,Self Business:IT,0
Male,45,2021,56,STEM,UNIVERSITY OF WINCHESTER,West Berkshire,None,None,0,1,Self Business:Health,Contractual:Transportation,Self Business:Transportation,0
Female,48,2016,54,Law,GLASGOW SCHOOL OF ART.,Suffolk,None,None,0,1,Contractual:Transportation,Self Business:Transportation,Contractual:Engineering,0
Non-binary,43,2001,53,Arts,FALMOUTH UNIVERSITY,Clackmannanshire,Self Business,Law,86097,1,Salaried:Arts,Contractual:Arts,Contractual:Law,0
Trans,45,2014,63,Business,UNIVERSITY COLLEGE LONDON,Dundee City,Salaried,Arts,97249,0,NA,NA,NA,0
Non-binary,42,2011,53,STEM,UNIVERSITY OF CENTRAL LANCASHIRE,South Yorkshire,None,None,0,1,Self Business:Transportation,Contractual:Transportation,Self Business:Law,0
Female,49,2007,61,Arts,UNIVERSITY OF WALES PRIFYSGOL CYMRU,West Dunbartonshire,Salaried,Law,89518,0,NA,NA,NA,0
Trans,49,2011,60,Arts,THE UNIVERSITY OF MANCHESTER,Shropshire,Contractual,Health,92567,0,NA,NA,NA,0
Female,46,2006,60,Business,MIDDLESEX UNIVERSITY,North Lanarkshire,None,None,0,0,NA,NA,NA,0
Non-binary,40,2008,77,Business,BRUNEL UNIVERSITY,Suffolk,Self Business,Accounting,89902,1,Salaried:Law,Contractual:Accounting,Contractual:IT,0
Trans,43,2006,79,Business,LEEDS TRINITY UNIVERSITY,East Renfrewshire,None,None,0,0,NA,NA,NA,0
Male,44,2016,42,Business,BATH SPA UNIVERSITY,Hertfordshire,Self Business,Transportation,47776,0,NA,NA,NA,0
Trans,41,2012,85,Business,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,Cleveland,Self Business,Law,84539,1,Self Business:Accounting,Self Business:Accounting,Contractual:Accounting,1
Non-binary,41,2002,79,Arts,UNIVERSITY OF KEELE,Tyrone,None,None,0,1,Salaried:Health,Salaried:Health,Salaried:Arts,0
Trans,49,2020,50,Arts,UNIVERSITY OF WINCHESTER,South Yorkshire,Contractual,Engineering,121268,0,NA,NA,NA,0
Non-binary,48,2013,77,Business,UNIVERSITY OF ULSTER,East Ayrshire,Self Business,Engineering,137624,0,NA,NA,NA,0
Male,40,2022,74,Arts,THE ROBERT GORDON UNIVERSITY,Kent,Self Business,Health,0,1,Self Business:Transportation,Self Business:Law,Contractual:Health,1
Trans,45,1998,73,Business,ANGLIA RUSKIN UNIVERSITY,Caernarvonshire,Salaried,Engineering,65538,0,NA,NA,NA,0
Trans,40,2021,61,STEM,LEEDS COLLEGE OF ART,Essex,None,None,0,1,Salaried:Engineering,Self Business:Transportation,Contractual:Engineering,0
Male,42,2007,40,Arts,UNIVERSITY OF EDINBURGH,Montgomeryshire,Contractual,Transportation,51628,1,Contractual:Arts,Contractual:Health,Contractual:Health,0
Trans,47,2021,72,STEM,HARPER ADAMS UNIVERSITY,Denbighshire,None,None,0,0,NA,NA,NA,0
Male,49,2006,48,Business,LONDON SCHOOL OF ECONOMICS & POLITICAL SCIENCE,Shropshire,None,None,0,1,Contractual:Arts,Salaried:Transportation,Salaried:Arts,0
Female,44,2006,69,Law,UNIVERSITY OF LINCOLN,Denbighshire,Salaried,Engineering,146728,1,Salaried:IT,Contractual:Law,Self Business:Engineering,0
Female,40,2006,47,Business,UNIVERSITY OF KENT,Shetland Islands,None,None,0,1,Contractual:Accounting,Self Business:Transportation,Self Business:Engineering,0
Male,43,2009,56,Business,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,Wiltshire,Salaried,Transportation,43464,0,NA,NA,NA,0
Non-binary,49,2018,62,Business,UNIVERSITY OF BIRMINGHAM,Merionethshire,Self Business,Engineering,136563,1,Contractual:Transportation,Salaried:Health,Contractual:Engineering,0
Non-binary,47,2005,46,Business,GLASGOW CALEDONIAN UNIVERSITY,Anglesey,Self Business,Accounting,53835,0,NA,NA,NA,0
Male,45,2003,44,Business,BUCKINGHAMSHIRE NEW UNIVERSITY,Caernarvonshire,Salaried,Arts,127639,0,NA,NA,NA,0
Trans,49,2009,71,Law,EDGE HILL UNIVERSITY,Gloucestershire,Contractual,Arts,67762,0,NA,NA,NA,0
Non-binary,41,2000,82,STEM,IMPERIAL COLLEGE LONDON,Dumfries and Galloway,Self Business,Engineering,119236,1,Salaried:IT,Salaried:Health,Contractual:Transportation,1
Trans,45,2006,52,Business,"UNIVERSITY OF SALFORD, THE",Shetland Islands,None,None,0,1,Salaried:Engineering,Self Business:Transportation,Self Business:Engineering,0
Trans,43,1998,51,Arts,UNIVERSITY OF SOUTH WALES/PRIFYSGOL DE CYMRU,Angus,None,None,86758,1,Contractual:Transportation,Self Business:Law,Salaried:Transportation,0
Female,46,2018,77,STEM,UNIVERSITY OF BIRMINGHAM,North Yorkshire,None,None,0,0,NA,NA,NA,0
Female,44,2009,58,Arts,"UNIVERSITY OF WORCESTER, THE",Somerset,None,None,0,0,NA,NA,NA,0
Trans,43,2001,73,STEM,TEESSIDE UNIVERSITY,Devon,Self Business,Law,114168,1,Self Business:IT,Contractual:Law,Contractual:Accounting,0
Female,47,2006,52,Business,SCHOOL OF ORIENTAL AND AFRICAN STUDIES,Worcestershire,Self Business,Accounting,99615,0,NA,NA,NA,0
Female,45,2020,40,Arts,UNIVERSITY OF CHESTER,East Lothian,Self Business,Accounting,82218,1,Contractual:Health,Self Business:IT,Salaried:Health,0
Female,48,2010,86,Business,Universirt of Cambridge,Shetland Islands,Contractual,IT,84016,1,Salaried:Law,Self Business:Arts,Contractual:Accounting,1
Female,43,2005,45,Business,QUEEN'S UNIVERSITY OF BELFAST,West Sussex,None,None,0,1,Contractual:Arts,Contractual:Engineering,Self Business:IT,0
Female,40,2012,47,Business,GLASGOW CALEDONIAN UNIVERSITY,West Sussex,Contractual,IT,74970,1,Contractual:IT,Salaried:Transportation,Self Business:Health,0
Female,47,2011,50,Law,UNIVERSITY OF CENTRAL LANCASHIRE,Down,Salaried,Law,125782,0,NA,NA,NA,0
Non-binary,47,2014,80,Business,ROYAL ACADEMY OF MUSIC,Aberdeenshire,Self Business,Engineering,107663,0,NA,NA,NA,0
Female,48,2009,79,Business,UNIVERSITY OF BRADFORD,Kent,Salaried,Law,126144,1,Self Business:Health,Salaried:Engineering,Contractual:Law,1
Trans,46,2020,72,STEM,GLYNDWR UNIVERSITY,Lancashire,Self Business,Health,135146,1,Contractual:Accounting,Contractual:Arts,Contractual:Arts,0
Female,46,2005,75,STEM,UNIVERSITY OF EXETER,Buckinghamshire,Salaried,Accounting,66965,1,Salaried:Law,Self Business:Law,Contractual:Transportation,1
Trans,47,2007,73,STEM,QUEEN MARY UNIVERSITY OF LONDON,East Sussex,None,None,0,0,NA,NA,NA,0
Non-binary,45,2002,60,STEM,UNIVERSITY OF KENT,Dundee City,Self Business,Transportation,45099,0,NA,NA,NA,0
Male,47,2015,57,Arts,EDGE HILL UNIVERSITY,Durham,Contractual,Law,60618,0,NA,NA,NA,0
Male,49,2017,48,STEM,FALMOUTH UNIVERSITY,West Lothian,Salaried,Health,93523,1,Salaried:Health,Salaried:Health,Salaried:Health,0
Non-binary,45,2020,63,Arts,ROYAL COLLEGE OF MUSIC,Fermanagh,Contractual,Transportation,70602,0,NA,NA,NA,0
Non-binary,45,1999,47,STEM,INSTITUTE OF CANCER RESEARCH: ROYAL CANCER HOSPITAL (THE),Suffolk,Self Business,Arts,128992,0,NA,NA,NA,0
Male,48,2000,62,Arts,SWANSEA METROPOLITAN UNIVERSITY,Glasgow City,None,None,0,0,NA,NA,NA,0
Female,48,2006,89,Law,BIRKBECK COLLEGE,Berkshire,Salaried,IT,0,1,Self Business:IT,Salaried:Health,Contractual:Accounting,1
Female,41,1999,78,Business,SOUTHAMPTON SOLENT UNIVERSITY,Buckinghamshire,Self Business,Health,116955,1,Self Business:Arts,Salaried:Transportation,Contractual:Health,1
Female,41,2018,62,Business,UNIVERSITY OF SOUTH WALES/PRIFYSGOL DE CYMRU,Tyne and Wear,Self Business,IT,60961,0,NA,NA,NA,0
Non-binary,48,2021,43,Business,UNIVERSITY OF BEDFORDSHIRE,North Ayrshire,Salaried,Transportation,98931,0,NA,NA,NA,0
Male,41,2022,75,STEM,LONDON SOUTH BANK UNIVERSITY,Northamptonshire,None,None,98382,1,Contractual:IT,Salaried:Accounting,Contractual:Engineering,0
Trans,46,2015,54,Arts,NORTHUMBRIA UNIVERSITY NEWCASTLE,North Yorkshire,Salaried,Law,44377,1,Contractual:Arts,Salaried:Health,Contractual:IT,0
Female,46,2018,45,Arts,TEESSIDE UNIVERSITY,Anglesey,Self Business,Health,143309,1,Contractual:IT,Contractual:Law,Contractual:Law,0
Trans,45,2000,66,Business,UNIVERSITY OF HERTFORDSHIRE,Argyll and Bute,Salaried,Arts,80372,0,NA,NA,NA,0
Non-binary,47,2009,82,Business,IMPERIAL COLLEGE LONDON,Hertfordshire,Contractual,Engineering,0,1,Self Business:Law,Self Business:Health,Contractual:Law,1
Male,49,2012,80,STEM,THE CONSERVATOIRE FOR DANCE AND DRAMA,Northamptonshire,Contractual,Accounting,67695,1,Self Business:Engineering,Self Business:Engineering,Self Business:Accounting,1
Non-binary,43,2002,87,STEM,THE ROBERT GORDON UNIVERSITY,Berkshire,Salaried,Transportation,45665,1,Self Business:Accounting,Self Business:Transportation,Contractual:Health,1
Female,43,2009,86,STEM,UNIVERSITY OF BIRMINGHAM,Dumfries and Galloway,Self Business,Law,61666,1,Self Business:Law,Salaried:Health,Contractual:Engineering,1
Non-binary,41,2015,45,Business,UNIVERSITY OF BEDFORDSHIRE,Surrey,Self Business,Arts,139777,0,NA,NA,NA,0
Trans,49,2011,56,Arts,UNIVERSITY OF BRADFORD,Oxfordshire,Contractual,IT,67146,1,Self Business:Arts,Salaried:Arts,Contractual:Transportation,0
Trans,43,2010,70,Arts,PRIFYSGOL ABERYSTWYTH,North Ayrshire,Salaried,Arts,116956,1,Salaried:Transportation,Contractual:Engineering,Contractual:Engineering,0
Female,43,2019,52,Arts,THE ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA,Caernarvonshire,Salaried,Accounting,42941,0,NA,NA,NA,0
Trans,49,1998,48,Law,TEESSIDE UNIVERSITY,Down,Salaried,Health,119701,1,Salaried:Law,Contractual:Engineering,Contractual:Accounting,0
Non-binary,45,2008,63,Law,DE MONTFORT UNIVERSITY,Monmouthshire,None,None,0,1,Contractual:IT,Contractual:Arts,Self Business:Health,0
Non-binary,41,2003,71,Law,UNIVERSITY OF LONDON,East Dunbartonshire,Contractual,Health,103598,0,NA,NA,NA,0
Female,44,2010,46,Arts,UNIVERSITY OF GLASGOW,Flintshire,None,None,0,1,Self Business:Arts,Self Business:Law,Salaried:IT,0
Trans,45,2016,82,Law,IMPERIAL COLLEGE LONDON,Renfrewshire,Contractual,Transportation,121282,1,Salaried:Health,Self Business:IT,Contractual:Health,1
Female,49,2017,74,Law,UNIVERSITY OF CENTRAL LANCASHIRE,Fife,None,None,73606,1,Self Business:Transportation,Self Business:Engineering,Self Business:Accounting,0
Female,41,2010,52,Law,UNIVERSITY OF THE WEST OF SCOTLAND,South Lanarkshire,None,None,0,0,NA,NA,NA,0
Non-binary,40,2020,44,STEM,UNIVERSITY OF BATH (THE),Stirling,Self Business,Arts,149455,0,NA,NA,NA,0
Female,46,2014,73,STEM,UNIVERSITY OF ESSEX,Warwickshire,None,None,0,0,NA,NA,NA,0
Trans,43,2016,51,STEM,COURTAULD INSTITUTE OF ART,Wiltshire,Contractual,Transportation,51126,1,Salaried:Arts,Salaried:Accounting,Salaried:Engineering,0
Male,46,2015,53,Arts,UNIVERSITY OF WALES: TRINITY SAINT DAVID,City of Edinburgh,None,None,0,0,NA,NA,NA,0
Trans,46,2003,63,Business,NORWICH UNIVERSITY OF THE ARTS,Hampshire,Contractual,Accounting,84417,1,Contractual:Accounting,Contractual:Arts,Contractual:Engineering,0
Male,44,2012,75,Business,NOTTINGHAM TRENT UNIVERSITY,Inverclyde,None,None,52205,1,Self Business:Transportation,Self Business:Engineering,Salaried:IT,0
Male,47,2020,47,Law,UNIVERSITY OF ESSEX,Buckinghamshire,Self Business,Arts,92408,1,Contractual:Engineering,Contractual:Engineering,Contractual:Transportation,0
Female,44,2022,42,Business,UNIVERSITY OF BEDFORDSHIRE,Tyne and Wear,None,None,72277,0,NA,NA,NA,0
Non-binary,44,2012,52,STEM,NEWMAN UNIVERSITY,Merionethshire,Salaried,IT,117097,0,NA,NA,NA,0
Non-binary,49,2015,57,Business,UNIVERSITY OF SUNDERLAND,Staffordshire,None,None,52219,0,NA,NA,NA,0
Male,45,2015,74,Business,QUEEN MARY UNIVERSITY OF LONDON,South Lanarkshire,Salaried,Engineering,49019,0,NA,NA,NA,0
Female,42,2016,79,Law,OPEN UNIVERSITY(THE),Highland,None,None,0,1,Self Business:IT,Salaried:Transportation,Contractual:Arts,0
Non-binary,45,2008,45,Arts,THE UNIVERSITY OF MANCHESTER,Clackmannanshire,Self Business,IT,139339,0,NA,NA,NA,0
